	Correct Word	Whisper Prediction	Match	Start Time	End Time	Execution Time
1136	could	thank you.	0	393.74	393.91	1266.78
1137	go		0	393.91	394.07	1267.53
1138	from	like,имо says not, riwing are a big piece of data that has a low sound consumption of the word of anti-psychotic craziness about each other. but, like, like that it's the end of this sentence as true.	0	394.07	394.29	1271.04
1139	there	there.	0	394.29	394.48	1271.64
1140	to		0	394.53	394.63	1272.25
1141	our		0	394.63	394.70	1272.92
1142	camp		0	394.70	395.11	1275.16
1143	but	but	1	395.50	395.80	1275.76
1144	long	long.	0	396.25	396.62	1276.35
1145	way	way.	0	396.62	396.97	1278.62
1146	all	all	1	397.42	397.68	1279.21
1147	day	day.	0	397.68	398.14	1279.83
1148	this	this.	0	399.59	399.83	1280.44
1149	water	water.	0	399.83	400.04	1281.06
1150	was	where this disney video is going to be this high welcome what you f //	0	400.04	400.23	1283.67
1151	somewhat	someone.	0	400.23	400.64	1284.28
1152	clearer	clear.	0	400.64	401.06	1285.01
1153	than	then.	0	401.06	401.27	1285.60
1154	that		0	401.27	401.37	1286.25
1155	we	wait...	0	401.37	401.50	1288.54
1156	had		0	401.50	401.65	1289.28
1157	left	left.	0	401.65	402.06	1289.91
1158	but		0	402.06	402.17	1290.58
1159	we	okay.	0	402.17	402.25	1292.84
1160	could	for the track.	0	402.25	402.40	1295.22
1161	not	not.	0	402.40	402.74	1295.79
1162	judge	bye, chadjut.	0	402.74	403.09	1298.13
1163	well	as well.	0	403.09	403.40	1298.79
1164	from	from	1	403.40	403.63	1299.37
1165	the		0	403.63	403.69	1299.92
1166	margin	margin.	0	403.69	404.27	1300.52
1167	we	we-	0	404.73	404.83	1302.76
1168	skirted	disagreed.	0	404.83	405.23	1304.97
1169	it	it.	0	405.23	405.36	1305.55
1170	for		0	405.36	405.48	1306.16
1171	another	another	1	405.48	405.72	1306.70
1172	half	her head.	0	405.72	406.02	1308.74
1173	hour	that's pretty low today, dinosaur.	0	406.02	406.20	1310.92
1174	or	or kirill.	0	406.20	406.37	1313.28
1175	so	so	1	406.37	406.74	1313.84
1176	the	good goodbye.	0	407.14	407.21	1316.03
1177	ground	ground.	0	407.21	407.51	1316.61
1178	growing	growing.	0	407.51	407.79	1318.80
1179	firmer	firmware...	0	407.79	408.21	1321.26
1180	as	please..	0	408.21	408.34	1323.49
1181	we	sweet	0	408.34	408.48	1326.53
1182	advanced	advanced.	0	408.48	409.06	1327.15
1183	and	and	1	409.48	409.58	1329.01
1184	presently	presently.	0	409.58	410.08	1329.61
1185	we	with me and	0	410.08	410.23	1331.81
1186	turned	turn.	0	410.23	410.52	1332.43
1187	the		0	410.52	410.58	1332.98
1188	corner	corner.	0	410.58	410.93	1333.56
1189	of		0	410.93	411.02	1334.13
1190	a		0	411.02	411.06	1334.74
1191	wooded	what did	0	411.06	411.38	1335.32
1192	promontory	preventory.	0	411.38	412.04	1336.28
1193	and	and	1	412.04	412.17	1336.82
1194	saw	so	0	412.17	412.46	1337.37
1195	a	you!	0	412.46	412.58	1339.76
1196	quite	quite.	0	412.58	412.99	1340.34
1197	different	different.	0	412.99	413.46	1340.98
1198	country	country.	0	413.46	413.99	1341.59
1199	a	.	0	414.44	414.51	1342.23
1200	sudden	under	0	414.51	415.02	1344.46
1201	view	i know what you have but no matter what, devils, did you do symptoms? once that comes, when you visit through your door, you must know that with all the hidden stuff, the greatest quality isра and the vanguard11.	0	415.02	415.34	1347.59
1202	of	thank you.	0	415.34	415.44	1348.19
1203	mountains	about this.	0	415.44	415.93	1348.78
1204	steep	steep.	0	415.93	416.32	1349.38
1205	and	and	1	416.32	416.51	1350.45
1206	bare	bear.	0	416.51	416.99	1351.08
1207	one	tired.	0	417.76	417.89	1353.40
1208	of		0	417.89	417.95	1353.98
1209	those	this.	0	417.95	418.14	1356.26
1210	long	leuk	0	418.14	418.48	1358.29
1211	easterly	it's truly...	0	418.48	418.88	1360.48
1212	spurs	spurs.	0	418.88	419.55	1361.11
1213	terry	terry.	0	419.55	419.81	1361.72
1214	said		0	419.81	419.99	1362.34
1215	appraisingly	decreasingly.蹬蹬	0	419.99	420.60	1364.65
1216	may	see you.	0	421.08	421.23	1366.88
1217	be		0	421.23	421.30	1367.44
1218	hundreds		0	421.30	421.64	1368.07
1219	of		0	421.64	421.70	1368.62
1220	miles	miles.	0	421.70	422.07	1369.28
1221	from	thanks for watching!	0	422.07	422.25	1371.54
1222	the		0	422.25	422.33	1372.14
1223	range	range.	0	422.33	422.84	1372.75
1224	they	like	0	422.99	423.12	1374.96
1225	crop	crop.	0	423.12	423.44	1375.53
1226	out	chat	0	423.44	423.65	1382.05
1227	like	like.	0	423.65	423.89	1382.64
1228	that	then the note beyond.	0	423.89	424.08	1384.91
1229	suddenly	suddenly.	0	425.12	425.64	1385.49
1230	we	with�	0	425.64	425.77	1387.71
1231	left	loved you	0	425.77	425.99	1389.94
1232	the	the	1	425.99	426.09	1390.54
1233	lake	ewink. yeah, that's the one. i thought i just don't want to talk about this.	0	426.09	426.49	1393.24
1234	and	you	0	426.76	426.87	1395.36
1235	struck	drum.	0	426.87	427.16	1397.44
1236	directly	directly.	0	427.16	427.60	1398.01
1237	toward	towards...	0	427.60	427.89	1398.90
1238	the		0	427.89	427.98	1399.49
1239	cliffs	cliffs.	0	427.98	428.46	1400.05
1240	we	we...	0	428.99	429.15	1400.62
1241	heard	hurt in	0	429.15	429.43	1402.75
1242	running	running.	0	429.43	429.71	1403.35
1243	water	water.	0	429.71	429.93	1403.91
1244	before	the first.	0	429.93	430.24	1406.24
1245	we	thanks for watchinance!	0	430.24	430.33	1408.82
1246	reached	reached.	0	430.33	430.65	1409.52
1247	it		0	430.65	430.86	1410.12
1248	and	and...	0	431.10	431.21	1410.73
1249	the	and	0	431.21	431.29	1412.84
1250	guide	guide..	0	431.29	431.58	1414.97
1251	pointed	pointed.	0	431.58	431.97	1415.53
1252	proudly	proudly.	0	431.97	432.41	1416.20
1253	to	excellent	0	432.47	432.53	1418.88
1254	his	his metallurgy having left	0	432.53	432.72	1421.24
1255	river	river.	0	432.72	433.11	1421.88
1256	it	yep.	0	434.25	434.38	1422.57
1257	was	with	0	434.38	434.48	1424.73
1258	short	short.	0	434.48	434.89	1425.34
1259	we	wait...	0	435.46	435.56	1427.92
1260	could		0	435.56	435.70	1428.52
1261	see		0	435.70	435.94	1429.16
1262	where	where?	0	435.94	436.21	1429.79
1263	it		0	436.21	436.29	1430.39
1264	poured	por red,	0	436.29	436.60	1432.66
1265	down	down.	0	436.60	436.82	1433.25
1266	a		0	436.82	436.87	1433.86
1267	narrow	friends.	0	436.87	437.26	1436.14
1268	vertical	vertical.	0	437.26	437.63	1436.72
1269	cataract	cataract.	0	437.63	438.33	1437.40
1270	from	from	1	438.37	438.58	1439.66
1271	an	well.	0	438.58	438.71	1441.91
1272	opening	opening.	0	438.71	439.08	1442.56
1273	in		0	439.08	439.16	1443.25
1274	the	watch us now fix any links.	0	439.16	439.22	1445.66
1275	face	phase.	0	439.22	439.51	1447.94
1276	of		0	439.51	439.57	1448.51
1277	the	this thing.	0	439.57	439.63	1450.91
1278	cliff	cliffs.	0	439.63	440.03	1451.52
1279	it	a	0	440.65	440.79	1453.77
1280	was	with	0	440.79	440.92	1454.32
1281	sweet	sweet.	0	440.92	441.26	1456.39
1282	water	water.	0	441.26	441.69	1456.93
1283	the	the	1	442.51	442.62	1457.50
1284	guide	guide.	0	442.62	442.93	1459.72
1285	drank	drink.	0	442.93	443.27	1460.29
1286	eagerly	equally.	0	443.27	443.74	1460.87
1287	and	and...	0	444.05	444.15	1461.42
1288	so	so	1	444.15	444.34	1461.97
1289	did	.	0	444.34	444.48	1462.58
1290	we	doing.	0	444.48	444.90	1464.61
1291	that	bye.	0	445.42	445.55	1465.21
1292	s	that was sc!	0	445.55	445.66	1467.40
1293	snow	nope.	0	445.66	446.07	1467.99
1294	water	drills.	0	446.07	446.46	1470.41
1295	terry	terry.	0	446.49	446.77	1471.03
1296	announced	announced.	0	446.77	447.25	1471.70
1297	must	wrong.	0	447.51	447.70	1474.07
1298	come	come on!	0	447.70	447.91	1474.71
1299	from	so you'd�解2	0	447.91	448.15	1477.21
1300	way	treatment.	0	448.15	448.32	1479.57
1301	back	back.	0	448.32	448.60	1480.16
1302	in		0	448.60	448.68	1480.77
1303	the	otherwise it snuklen	0	448.68	448.74	1483.23
1304	hills	hills.	0	448.74	449.26	1483.87
1305	but	that's it.	0	450.26	450.40	1484.50
1306	as	has to	0	450.40	450.68	1486.63
1307	to		0	450.68	450.71	1487.25
1308	being		0	450.71	451.02	1487.86
1309	red	れて	0	451.02	451.18	1490.03
1310	and	inconvenient.	0	451.18	451.31	1492.59
1311	blue	blue.	0	451.31	451.69	1493.27
1312	it	it.	0	451.69	451.88	1493.89
1313	was	was.	0	451.88	452.22	1494.52
1314	greenish	greenish.	0	452.53	453.06	1495.12
1315	in	.	0	453.09	453.26	1497.40
1316	tint	intent.	0	453.26	453.64	1499.70
1317	the	i	0	454.31	454.40	1501.76
1318	guide	a guide.	0	454.40	454.69	1504.28
1319	seemed	same.	0	454.69	454.95	1504.91
1320	not	not.	0	454.95	455.28	1505.53
1321	at		0	455.28	455.40	1506.12
1322	all	volter	0	455.40	455.60	1508.41
1323	surprised	the surprise.	0	455.60	456.24	1510.62
1324	he	okay.	0	456.24	456.34	1512.76
1325	hunted	he hennn't	0	456.34	456.62	1515.12
1326	about	about.	0	456.62	456.86	1517.37
1327	a		0	456.86	456.89	1517.92
1328	little	so soon, but letäôs set lb2 up. for more titled privilege of creating the dft story. what is the title of this cd? will i have the title?	0	456.89	457.20	1520.98
1329	and	slopes.	0	457.20	457.28	1523.04
1330	showed	share	0	457.28	457.54	1523.64
1331	us	thisас.	0	457.54	457.67	1525.91
1332	a		0	457.67	457.70	1526.55
1333	quiet	quiet.	0	457.70	458.11	1527.14
1334	marginal	marginal	1	458.11	458.57	1527.79
1335	pool	wow.	0	458.57	458.90	1530.08
1336	where	it is absolutely s messagran, thicker than the other parts. well. hasn't been observed at such a time when your wishes have come with you.	0	458.90	459.10	1532.94
1337	there	you children.	0	459.10	459.22	1535.14
1338	were	let's go.	0	459.22	459.34	1537.64
1339	smears	smears	1	459.34	459.82	1538.29
1340	of	sometimes ...	0	459.82	459.93	1540.70
1341	red	red.	0	459.93	460.14	1543.14
1342	along	along.	0	460.14	460.40	1543.86
1343	the		0	460.40	460.46	1544.51
1344	border	border.	0	460.46	460.91	1545.13
1345	yes	yes.	0	461.31	461.70	1545.73
1346	and	and	1	462.12	462.39	1546.32
1347	of	ja lam.	0	462.39	462.64	1548.63
1348	blue	xia may have been seen through the world like that....	0	462.64	463.01	1551.11
1349	terry	terry.	0	464.00	464.25	1551.73
1350	got		0	464.25	464.42	1552.45
1351	out		0	464.42	464.55	1553.14
1352	his	his.	0	464.55	464.71	1553.80
1353	magnifying	magnifying	1	464.71	465.28	1554.47
1354	glass	glass.	0	465.28	465.61	1555.08
1355	and		0	465.61	465.67	1555.66
1356	squatted		0	465.67	466.08	1556.29
1357	down	down.	0	466.08	466.43	1556.93
1358	to		0	466.43	466.46	1557.56
1359	investigate	investigate.	0	466.46	467.15	1558.27
1360	chemicals	chemicals!	0	467.83	468.30	1559.26
1361	of		0	468.30	468.36	1560.01
1362	some	some.	0	468.36	468.59	1560.67
1363	sort	sword.	0	468.59	468.93	1563.06
1364	i	bye.	0	468.93	469.13	1563.72
1365	ca		0	469.42	469.49	1564.40
1366	nt		0	469.49	469.70	1565.07
1367	tell	tell	1	469.70	470.04	1565.69
1368	on	on	1	470.04	470.17	1568.24
1369	the		0	470.17	470.23	1568.95
1370	spot	spot.	0	470.23	470.72	1569.72
1371	look	but...	0	471.25	471.48	1570.44
1372	to		0	471.48	471.51	1571.07
1373	me		0	471.51	471.63	1571.70
1374	like		0	471.63	471.88	1572.33
1375	dyestuffs	dice?	0	472.18	472.69	1573.16
1376	let	ah	0	472.69	472.83	1575.41
1377	s	buffs.	0	472.83	473.12	1577.63
1378	get	sound sexy.	0	473.53	473.71	1579.89
1379	nearer	nearer.	0	473.71	474.07	1580.59
1380	he	here.	0	474.07	474.31	1581.25
1381	urged	first conductor,	0	474.31	474.62	1583.40
1382	up	.	0	474.62	474.76	1584.00
1383	there	there.	0	474.76	474.96	1584.60
1384	by	bye.	0	474.96	475.11	1585.19
1385	the		0	475.11	475.17	1585.87
1386	fall	fall.	0	475.17	475.65	1586.48
1387	we	wait	0	477.53	477.64	1589.04
1388	scrambled	pleasepos grandmother godd innovation	0	477.64	478.11	1591.38
1389	along	long.	0	478.11	478.33	1591.96
1390	the	posefully.	0	478.33	478.39	1594.08
1391	steep		0	478.39	478.69	1594.71
1392	banks	banks.	0	478.69	479.04	1595.30
1393	and		0	479.04	479.12	1595.97
1394	got		0	479.12	479.29	1596.64
1395	close	close.	0	479.29	479.58	1597.26
1396	to		0	479.58	479.61	1597.89
1397	the		0	479.61	479.78	1598.53
1398	pool	pulled.	0	479.78	480.18	1599.12
1399	that		0	480.18	480.33	1599.71
1400	foamed	found.	0	480.33	480.72	1600.39
1401	and		0	480.72	480.85	1600.97
1402	boiled	boy on.	0	480.85	481.28	1601.63
1403	beneath		0	481.28	481.54	1602.24
1404	the		0	481.54	481.61	1602.82
1405	falling	falling...	0	481.61	482.01	1604.95
1406	water	water.	0	482.01	482.41	1605.53
1407	here	here	1	483.03	483.22	1607.69
1408	we	please!	0	483.22	483.32	1610.01
1409	searched	search.	0	483.32	483.67	1610.60
1410	the		0	483.67	483.75	1612.69
1411	border	border.	0	483.75	484.06	1613.28
1412	and	.	0	484.06	484.16	1615.58
1413	found	found.	0	484.16	484.44	1616.17
1414	traces	traces.	0	484.44	484.84	1616.91
1415	of		0	484.84	484.91	1617.47
1416	color	color	1	484.91	485.22	1619.72
1417	beyond	beyond.	0	485.22	485.56	1622.27
1418	dispute	dispute.	0	485.56	486.06	1622.89
1419	more	more.	0	486.61	487.06	1623.51
1420	jeff	jeff.	0	487.48	487.76	1624.11
1421	suddenly	suddenly.	0	487.76	488.23	1624.75
1422	held	help.	0	488.23	488.49	1626.91
1423	up	up.	0	488.49	488.74	1627.56
1424	an	iblical an... technical idea.	0	488.74	488.83	1629.96
1425	unlookedfor	and unliked for it.	0	488.83	489.59	1630.63
1426	trophy	trophy.	0	489.59	489.97	1631.23
1427	it		0	489.97	490.10	1631.83
1428	was	it was...	0	490.96	491.16	1632.49
1429	only		0	491.16	491.42	1633.08
1430	a		0	491.42	491.47	1633.70
1431	rag	you your red.	0	491.47	491.96	1635.86
1432	a	такая relax.	0	492.46	492.54	1638.13
1433	long	along.	0	492.54	492.97	1638.69
1434	raveled	ravled.	0	492.97	493.36	1639.30
1435	fragment	fragment.	0	493.36	493.87	1639.90
1436	of	.	0	493.87	493.98	1640.48
1437	cloth	quad.	0	493.98	494.39	1642.57
1438	but	but...	0	494.91	495.06	1643.27
1439	it		0	495.06	495.13	1643.95
1440	was	it was...	0	495.13	495.30	1645.17
1441	a		0	495.30	495.33	1645.73
1442	wellwoven	well, woven.	0	495.33	496.09	1646.37
1443	fabric	fabric.	0	496.09	496.55	1646.97
1444	with	with	1	496.84	496.99	1647.53
1445	a		0	496.99	497.03	1648.16
1446	pattern	pattern.	0	497.03	497.55	1648.81
1447	and	and	1	497.69	497.81	1649.39
1448	of		0	497.81	497.90	1649.98
1449	a		0	497.90	497.94	1650.54
1450	clear	clear.	0	497.94	498.26	1651.13
1451	scarlet	scarlet.	0	498.26	498.84	1651.73
1452	that		0	498.84	498.90	1652.27
1453	the	the	1	498.90	498.98	1654.41
1454	water	water.	0	498.98	499.27	1654.99
1455	had	head.	0	499.27	499.48	1657.08
1456	not	not.	0	499.48	499.77	1657.74
1457	faded	fade in.	0	499.77	500.27	1658.36
1458	no	no.	0	500.76	501.04	1659.04
1459	savage	savage.	0	501.04	501.60	1659.62
1460	tribe	tribe.	0	501.60	501.98	1660.34
1461	that		0	501.98	502.08	1660.94
1462	we	weep.	0	502.08	502.26	1661.52
1463	had	it.	0	502.26	502.40	1663.65
1464	heard	hurt.	0	502.40	502.71	1664.31
1465	of	okay.	0	502.71	502.91	1664.95
1466	made	had made.	0	502.91	503.29	1665.59
1467	such	such.	0	503.29	503.61	1666.30
1468	fabrics	fabrics.	0	503.61	504.18	1666.96
1469	the	thank you.	0	505.04	505.12	1667.59
1470	guide	guys.	0	505.12	505.37	1669.81
1471	stood		0	505.37	505.58	1670.39
1472	serenely	screamsرionally.	0	505.58	506.19	1672.90
1473	on		0	506.19	506.30	1673.52
1474	the		0	506.30	506.37	1674.10
1475	bank	bank.	0	506.37	506.70	1674.76
1476	well	well...	0	506.70	506.90	1675.37
1477	pleased	please.	0	506.90	507.25	1675.97
1478	with	with!! you	0	507.25	507.37	1678.33
1479	our		0	507.37	507.40	1678.93
1480	excitement	excitement.	0	507.40	508.05	1679.52
1481	one	one.	0	508.88	509.21	1680.22
1482	day	mail.co.uk	0	509.21	509.40	1682.80
1483	blue	blue	1	509.40	509.97	1684.64
1484	one	onein	0	510.06	510.27	1686.83
1485	day	themarey	0	510.27	510.45	1688.99
1486	red	red!	0	510.45	511.01	1691.16
1487	one	one	1	511.01	511.25	1691.73
1488	day	thanks.	0	511.25	511.42	1693.82
1489	green	green.	0	511.42	511.82	1694.40
1490	he		0	511.82	511.96	1695.00
1491	told	it talks...	0	511.96	512.23	1697.17
1492	us		0	512.23	512.47	1697.79
1493	and	and...	0	512.80	512.93	1698.43
1494	pulled	pulled.	0	512.93	513.18	1700.97
1495	from		0	513.18	513.34	1701.59
1496	his	thank you.	0	513.34	513.50	1703.80
1497	pouch	pouch.	0	513.50	513.92	1704.41
1498	another	another	1	513.99	514.35	1704.99
1499	strip	strip.	0	514.35	514.78	1705.64
1500	of	a	0	514.86	514.99	1707.50
1501	brighthued	bright-hute.	0	514.99	515.62	1708.15
1502	cloth	..clamp up ...	0	515.62	515.98	1710.35
1503	come	come.	0	516.96	517.19	1710.98
1504	down	down.	0	517.19	517.67	1711.55
1505	he	it. if inning f re	0	517.84	517.97	1713.80
1506	said		0	517.97	518.21	1714.43
1507	pointing	pointing.	0	518.21	518.60	1715.03
1508	to		0	518.63	518.68	1715.60
1509	the	.	0	518.68	518.76	1717.63
1510	cataract	the cataract.	0	518.76	519.34	1718.96
1511	woman	woman.	0	519.88	520.24	1719.54
1512	country	country.	0	520.24	520.75	1720.17
1513	up	that's it.	0	521.12	521.30	1722.40
1514	there	there.	0	521.30	521.85	1722.95
1515	then	then.	0	523.70	524.20	1723.57
1516	we	weigh.	0	524.43	524.68	1725.76
1517	were	and west halloween!	0	524.68	524.88	1727.96
1518	interested	interested.	0	524.88	525.57	1728.57
1519	we	wee.	0	526.06	526.30	1729.16
1520	had	i have the video, i am messing on youtube.	0	526.30	526.50	1731.50
1521	our		0	526.50	526.66	1732.12
1522	rest	rest.	0	526.66	527.15	1732.66
1523	and	are	0	527.15	527.43	1734.79
1524	lunch	lunch.	0	527.43	527.73	1735.38
1525	right	great.	0	527.73	527.88	1735.96
1526	there	there.	0	527.91	528.33	1736.60
1527	and	and...	0	528.66	528.81	1737.31
1528	pumped	pumped.	0	528.81	529.13	1737.93
1529	the	you	0	529.13	529.21	1740.04
1530	man	and adventising the	0	529.21	529.48	1742.23
1531	for		0	529.48	529.61	1742.95
1532	further	further.	0	529.61	529.93	1743.53
1533	information	information.	0	529.93	530.67	1744.21
1534	he	feet	0	531.22	531.35	1746.46
1535	could	good?	0	531.35	531.49	1748.62
1536	tell		0	531.49	531.67	1749.20
1537	us	.	0	531.67	531.80	1749.77
1538	only	only	1	531.80	532.03	1750.34
1539	what		0	532.03	532.19	1750.94
1540	the		0	532.19	532.36	1751.53
1541	others	ok.	0	532.36	532.58	1753.71
1542	had	tad.	0	532.58	532.96	1754.31
1543	a		0	533.14	533.20	1754.91
1544	land	です again today	0	533.20	533.49	1757.35
1545	of	thank you.	0	533.49	533.58	1759.92
1546	women	women.	0	533.58	533.99	1760.51
1547	no	no.	0	534.30	534.50	1761.10
1548	men		0	534.50	534.93	1761.71
1549	babies	babies!	0	535.31	535.77	1762.83
1550	but		0	535.77	535.99	1763.37
1551	all	oh	0	535.99	536.16	1764.64
1552	girls	girls.	0	536.16	536.78	1765.32
1553	no	no.	0	537.23	537.42	1765.92
1554	place	please.	0	537.42	537.74	1766.58
1555	for		0	537.74	537.88	1767.33
1556	men	amen.	0	537.88	538.18	1767.92
1557	dangerous	dangerous.	0	538.18	538.94	1768.51
1558	some	some...	0	539.25	539.54	1769.18
1559	had	ahead.	0	539.54	539.77	1771.33
1560	gone	iszeni k understood.	0	539.77	540.01	1773.44
1561	to	if you	0	540.04	540.10	1775.52
1562	see	see.	0	540.10	540.56	1777.73
1563	none	none.	0	540.89	541.48	1778.27
1564	had	head.	0	541.67	541.91	1778.85
1565	come	come.	0	541.91	542.15	1779.71
1566	back	back.	0	542.15	542.54	1780.34
1567	i	i...	0	543.55	543.77	1780.90
1568	could	could anybody hear?	0	543.77	544.00	1783.13
1569	see		0	544.00	544.26	1783.76
1570	terry	terry.	0	544.26	544.61	1784.33
1571	s	hey james?	0	544.61	544.71	1786.48
1572	jaw	john.	0	544.71	545.10	1788.76
1573	set	a yoostat	0	545.10	545.38	1790.84
1574	at	okay	0	545.38	545.55	1793.14
1575	that	that.	0	545.55	545.84	1793.79
1576	no	nope.	0	546.23	546.37	1794.44
1577	place	please.	0	546.37	546.70	1795.17
1578	for		0	546.70	546.87	1795.70
1579	men	amen.	0	546.87	547.27	1796.35
1580	dangerous	dangerous	1	547.27	548.22	1797.06
1581	he	clea	0	548.70	548.85	1799.40
1582	looked	that btw.	0	548.85	549.05	1801.75
1583	as		0	549.05	549.17	1802.33
1584	if		0	549.17	549.25	1802.94
1585	he	okay	0	549.25	549.34	1804.99
1586	might	mig.	0	549.34	549.53	1807.04
1587	shin		0	549.53	549.78	1807.61
1588	up	ofторов.	0	549.78	549.92	1812.81
1589	the	of	0	549.92	549.98	1815.55
1590	waterfall	water bottle.	0	549.98	550.51	1818.12
1591	on		0	550.51	550.61	1818.75
1592	the		0	550.61	550.69	1819.40
1593	spot	spot.	0	550.69	551.20	1820.02
1594	but	but...	0	551.72	551.85	1820.64
1595	the	hello, little	0	551.85	551.93	1822.83
1596	guide	guide.	0	551.93	552.24	1823.41
1597	would	would it?	0	552.24	552.39	1825.74
1598	not	not.	0	552.39	552.63	1827.05
1599	hear	here.	0	552.63	552.99	1827.78
1600	of	you know, you did not have such an exception.	0	552.99	553.22	1830.20
1601	going	going up.	0	553.22	553.58	1830.87
1602	up	add.	0	553.58	553.71	1833.16
1603	even	even	1	553.74	554.05	1833.72
1604	if	makes a loose right …	0	554.05	554.17	1835.90
1605	there	there.	0	554.17	554.31	1836.49
1606	had	awesome, sony will never death ever.	0	554.31	554.63	1838.75
1607	been		0	554.63	554.77	1839.37
1608	any		0	554.77	554.96	1839.97
1609	possible	possible.	0	554.96	555.47	1840.52
1610	method	method.	0	555.47	555.77	1841.11
1611	of		0	555.77	555.84	1841.72
1612	scaling	scaling.	0	555.84	556.36	1842.33
1613	that	date week	0	556.36	556.49	1844.61
1614	sheer	yes shit.	0	556.49	556.76	1846.86
1615	cliff	clip.	0	556.76	557.17	1848.97
1616	and	and...	0	557.77	557.92	1849.53
1617	we	we	1	557.92	558.03	1850.08
1618	had	head.	0	558.03	558.29	1850.74
1619	to		0	558.29	558.32	1851.33
1620	get	reg	0	558.32	558.49	1853.52
1621	back	back.	0	558.49	558.79	1854.19
1622	to		0	558.79	558.84	1854.79
1623	our		0	558.84	558.93	1855.38
1624	party	party.	0	558.93	559.23	1855.98
1625	before	before.	0	559.23	559.54	1856.55
1626	night	night.	0	559.54	559.95	1857.13
1627	they	thanks.	0	561.96	562.05	1859.48
1628	might	mic.	0	562.05	562.31	1861.65
1629	stay	state.	0	562.31	562.55	1862.32
1630	if		0	562.55	562.67	1862.93
1631	we	in-dem结al	0	562.67	562.77	1864.96
1632	told	told them to.	0	562.77	563.33	1865.56
1633	them	distribution too.	0	563.33	563.67	1867.65
1634	i	bye.	0	563.71	563.81	1868.36
1635	suggested	suggest in.	0	563.81	564.51	1868.93
1636	but	five minutes b.	0	565.14	565.28	1871.05
1637	terry	terry.	0	565.28	565.50	1871.58
1638	stopped	stopped.	0	565.50	565.86	1872.25
1639	in		0	565.86	565.92	1872.80
1640	his		0	565.92	566.06	1873.52
1641	tracks	tracks.	0	566.06	566.50	1874.08
1642	look	let's go.	0	566.86	567.07	1874.70
1643	here	here.	0	567.07	567.24	1875.26
1644	fellows	did you know that i was apocalypse?	0	567.24	567.59	1877.40
1645	he		0	567.59	567.71	1878.00
1646	said	seventes	0	567.71	568.02	1880.42
1647	this	this.	0	568.22	568.47	1881.00
1648	is	.	0	568.47	568.62	1884.09
1649	our	hour.	0	568.62	568.96	1884.73
1650	find	find.	0	568.96	569.45	1885.46
1651	let	let's go.	0	569.70	569.87	1886.31
1652	s		0	569.87	569.95	1887.05
1653	not	looks like a	0	569.95	570.14	1889.26
1654	tell	until	0	570.14	570.34	1891.47
1655	those	哦o oh surviving	0	570.34	570.52	1894.36
1656	cocky	kaki.	0	570.52	570.89	1897.58
1657	old		0	570.89	571.04	1898.27
1658	professors	professors.	0	571.04	571.58	1898.93
1659	let	let's go.	0	571.58	571.71	1899.79
1660	s		0	571.71	571.82	1900.47
1661	go	go!	0	571.82	572.09	1901.11
1662	on	on.	0	572.09	572.26	1901.76
1663	home	home.	0	572.26	572.61	1904.12
1664	with	with u	0	572.61	572.78	1906.56
1665	em		0	572.78	572.92	1907.19
1666	and		0	572.92	573.01	1907.91
1667	then		0	573.01	573.17	1908.51
1668	come	come.	0	573.17	573.44	1909.13
1669	back	back.	0	573.44	573.74	1909.75
1670	just	just	1	573.74	574.13	1910.31
1671	us	us.	0	574.13	574.56	1910.96
1672	have	that's the day.	0	574.93	575.02	1913.19
1673	a	,	0	575.02	575.14	1915.98
1674	little	他直接放出弄ide	0	575.14	575.53	1922.74
1675	expedition	expedition.	0	575.53	576.12	1923.42
1676	of		0	576.12	576.21	1924.01
1677	our		0	576.21	576.28	1924.70
1678	own	around.	0	576.28	576.79	1926.92
